Tissue.origin	Cancer.type	Subtype	Gene.name1	Aberrance.type1	Aberrance.site1	Gene.name2	Aberrance.type2	Aberrance.site2	Description	Source	PMID
Multiple Tissues	Pancancer	NA	DMRTA1	mutation	NA	IFNA1	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	H3-K27M	DNA methylation	NA	H3-K9M	DNA methylation	NA	"Constitutive heterochromatin is typically defined by high levels of DNA methylation and H3 lysine 9 tri methylation (H3-K9M), whereas facultative het erochromatin displays DNA hypomethylation and high H3 lysine 27 trimethylation (H3-K27M). The two chromatin types generally do not coexist at the same loci, suggesting mutual exclusivity."	Text mining	25171417
Skin	Melanoma	NA	CDKN2A	copy number loss	NA	TRG	DNA methylation	NA	A significant mutual exclusivity between CDKN2A/B deletions and TRG hypermethylation defined 2 clinically relevant molecular subtypes.	Text mining	25521353
Skin	Melanoma	NA	CDKN2B	copy number loss	NA	TRG	DNA methylation	NA	A significant mutual exclusivity between CDKN2A/B deletions and TRG hypermethylation defined 2 clinically relevant molecular subtypes.	Text mining	25521353
Skin	Melanoma	NA	CDKN2A	copy number loss	NA	CDKN2B	copy number loss	NA	A significant mutual exclusivity between CDKN2A/B deletions and TRG hypermethylation defined 2 clinically relevant molecular subtypes.	Text mining	25521353
Multiple Tissues	Pancancer	NA	CHD8	mutation	NA	FANCM	copy number loss	NA	"The BEEM analysis data shows that where CHD8 mutation is completely mutually exclusive with loss of FANCM expression . In the epigenetic RNAi screen, where FANCM expression is lost, cell lines show a greater dependency on CHD8"	Text mining	26781748
Multiple Tissues	Pancancer	NA	SETD1A	DNA methylation	NA	TGFB1	DNA methylation	NA	Cell lines are significantly more dependent on SETD1A in the absence of TGFB1 at the gene expression level	Text mining	26781748
Multiple Tissues	Pancancer	NA	SMARCA1	alteration	NA	SMARCA4	alteration	NA	SMARCA1 is a tumour suppressor gene whose function is to facilitate the perturbation of chromatin structure. SMARCA4 is an epigenetic transcriptional co-activator. Both are SNF2 chromatin remodeling ATPases [32] and there exists a large amount of functional redundancy between the pair (GO terms including chromatin remodeling and chromatin binding). SMARCA4 has also previously been described as synthetic lethal to another SNF2 chromatin remodeling ATPase SMARCA2	Text mining	26781748
Multiple Tissues	Pancancer	NA	NPDC1	alteration	NA	SUV39H2	DNA methylation	NA	"In the absence of NPDC1 cell lines are significantly more dependent on SUV39H2, and two published SUV39H2 ATARIS solutions return a significant p value for this gene pair . Loss of SUV39H2 could lead to changes in epigenetic silencing and cell differentiation, and a lower level of transcriptional repression leading to growth and proliferation of cells."	Text mining	26781748
Multiple Tissues	Pancancer	NA	PRMT6	DNA methylation	NA	SETD1A	DNA methylation	NA	"Both genes are involved in the GO processes of chromatin re-organisation and assembly. This was the only gene pair where both members are epigenetic and present in both the CCLE cell line analysis and independently in the TCGA lung adenocarcinoma analysis . Whilst overlap was insufficient between the cell lines used in our analysis and those used in the Hoffman screen to power the RNAi dependency test (52 of 54 available cell lines are in the high expression mode), it is nevertheless a compelling functionally redundant epigenetic pairing."	Text mining	26781748
Multiple Tissues	Pancancer	NA	KLHL9	mutation	NA	NSD1	alteration	NA	"KLHL9 is an adaptor of the BCR ubiquitin protein ligase complex that mediates the ubiquitination of AURKB. NSD1 is not expressed at low levels when KLHL9 is mutated (Additional file 3: Table S1, p?=?0.15) and in the RNAi screen where NSD1 is expressed at low levels, cells are more dependent on KLHL9."	Text mining	26781748
CNS/Brain	Encapsulated Glioma	Low-Grade Glioma	CIC	mutation	NA	EGFR	mutation	NA	We performed a mutually exclusivity/co-occurring mutation analysis of samples between all official pairs (258/299) of consensus driver genes. red for mutually exclusive (OR < 1) and blue for co-occurrence (OR > 1)	Text mining	29625049
CNS/Brain	Encapsulated Glioma	Low-Grade Glioma	IDH1	mutation	NA	IDH2	mutation	NA	We performed a mutually exclusivity/co-occurring mutation analysis of samples between all official pairs (258/299) of consensus driver genes. red for mutually exclusive (OR < 1) and blue for co-occurrence (OR > 1)	Text mining	29625049
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	KRAS	mutation	NA	We performed a mutually exclusivity/co-occurring mutation analysis of samples between all official pairs (258/299) of consensus driver genes. red for mutually exclusive (OR < 1) and blue for co-occurrence (OR > 1)	Text mining	29625049
Skin	Melanoma	Cutaneous Melanoma	BRAF	mutation	NA	KIT	mutation	NA	We performed a mutually exclusivity/co-occurring mutation analysis of samples between all official pairs (258/299) of consensus driver genes. red for mutually exclusive (OR < 1) and blue for co-occurrence (OR > 1)	Text mining	29625049
Thyroid	Well-Differentiated Thyroid Cancer	NA	BRAF	mutation	NA	HRAS	mutation	NA	We performed a mutually exclusivity/co-occurring mutation analysis of samples between all official pairs (258/299) of consensus driver genes. red for mutually exclusive (OR < 1) and blue for co-occurrence (OR > 1)	Text mining	29625049
Thyroid	Well-Differentiated Thyroid Cancer	NA	BRAF	mutation	NA	NRAS	mutation	NA	We performed a mutually exclusivity/co-occurring mutation analysis of samples between all official pairs (258/299) of consensus driver genes. red for mutually exclusive (OR < 1) and blue for co-occurrence (OR > 1)	Text mining	29625049
